iteration|best_fitness|max_fitness|min_fitness|avg_fitness,best_accuracy|best_precision|best_recall|best_f1|features_selected|best_mask
1,0.639096,0.629328,0.563417,0.607853,0.670330,0.439437,0.356249,0.375125,130,000011011000001001100111110010111101100010000100001110010110010001000011101100001011101010001100000000000010101110100000010101000000111000100101101110111001011011011010010001011111110111010100011101111110100100000000110001011010001001011100110000011100111110101000110100110110111
2,0.649084,0.649084,0.562779,0.598036,0.681319,0.420728,0.380247,0.389800,132,000000001000001001110111111100011111011101000000100000110101011110101011011011101111010001110010000110101001000010110001011001000001101101010101110011110001101010000101000100111011001001000111010000001101101100001010100000110111011101101101110110101100001011011010010101001000100
3,0.649084,0.623656,0.556741,0.590972,0.681319,0.420728,0.380247,0.389800,132,000000001000001001110111111100011111011101000000100000110101011110101011011011101111010001110010000110101001000010110001011001000001101101010101110011110001101010000101000100111011001001000111010000001101101100001010100000110111011101101101110110101100001011011010010101001000100
4,0.649084,0.647619,0.567671,0.600727,0.681319,0.420728,0.380247,0.389800,132,000000001000001001110111111100011111011101000000100000110101011110101011011011101111010001110010000110101001000010110001011001000001101101010101110011110001101010000101000100111011001001000111010000001101101100001010100000110111011101101101110110101100001011011010010101001000100
5,0.649084,0.647619,0.571468,0.610064,0.681319,0.420728,0.380247,0.389800,132,000000001000001001110111111100011111011101000000100000110101011110101011011011101111010001110010000110101001000010110001011001000001101101010101110011110001101010000101000100111011001001000111010000001101101100001010100000110111011101101101110110101100001011011010010101001000100
6,0.649084,0.649084,0.563417,0.607356,0.681319,0.420728,0.380247,0.389800,132,000000001000001001110111111100011111011101000000100000110101011110101011011011101111010001110010000110101001000010110001011001000001101101010101110011110001101010000101000100111011001001000111010000001101101100001010100000110111011101101101110110101100001011011010010101001000100
7,0.649084,0.604238,0.576017,0.590067,0.681319,0.420728,0.380247,0.389800,132,000000001000001001110111111100011111011101000000100000110101011110101011011011101111010001110010000110101001000010110001011001000001101101010101110011110001101010000101000100111011001001000111010000001101101100001010100000110111011101101101110110101100001011011010010101001000100
8,0.649084,0.647131,0.564693,0.602375,0.681319,0.420728,0.380247,0.389800,132,000000001000001001110111111100011111011101000000100000110101011110101011011011101111010001110010000110101001000010110001011001000001101101010101110011110001101010000101000100111011001001000111010000001101101100001010100000110111011101101101110110101100001011011010010101001000100
9,0.649084,0.636933,0.564906,0.599500,0.681319,0.420728,0.380247,0.389800,132,000000001000001001110111111100011111011101000000100000110101011110101011011011101111010001110010000110101001000010110001011001000001101101010101110011110001101010000101000100111011001001000111010000001101101100001010100000110111011101101101110110101100001011011010010101001000100
10,0.649084,0.648352,0.521486,0.586828,0.681319,0.420728,0.380247,0.389800,132,000000001000001001110111111100011111011101000000100000110101011110101011011011101111010001110010000110101001000010110001011001000001101101010101110011110001101010000101000100111011001001000111010000001101101100001010100000110111011101101101110110101100001011011010010101001000100
11,0.649084,0.624129,0.544803,0.596937,0.681319,0.420728,0.380247,0.389800,132,000000001000001001110111111100011111011101000000100000110101011110101011011011101111010001110010000110101001000010110001011001000001101101010101110011110001101010000101000100111011001001000111010000001101101100001010100000110111011101101101110110101100001011011010010101001000100
12,0.660050,0.660050,0.582741,0.608016,0.692308,0.493357,0.397779,0.407620,130,010100000000111011000101011000100000001000001011100111010110011101011111111111100100011000100110100000100010101011011000111110000010100100000111011011011101101100111110001000100010100111100110110011110001000101000100000101011110010101011101111001010001011001000100101110100000100
13,0.660050,0.659553,0.544393,0.599100,0.692308,0.493357,0.397779,0.407620,130,010100000000111011000101011000100000001000001011100111010110011101011111111111100100011000100110100000100010101011011000111110000010100100000111011011011101101100111110001000100010100111100110110011110001000101000100000101011110010101011101111001010001011001000100101110100000100
14,0.660050,0.629091,0.530108,0.599810,0.692308,0.493357,0.397779,0.407620,130,010100000000111011000101011000100000001000001011100111010110011101011111111111100100011000100110100000100010101011011000111110000010100100000111011011011101101100111110001000100010100111100110110011110001000101000100000101011110010101011101111001010001011001000100101110100000100
15,0.660050,0.639336,0.564906,0.607497,0.692308,0.493357,0.397779,0.407620,130,010100000000111011000101011000100000001000001011100111010110011101011111111111100100011000100110100000100010101011011000111110000010100100000111011011011101101100111110001000100010100111100110110011110001000101000100000101011110010101011101111001010001011001000100101110100000100
16,0.660050,0.639816,0.546851,0.591371,0.692308,0.493357,0.397779,0.407620,130,010100000000111011000101011000100000001000001011100111010110011101011111111111100100011000100110100000100010101011011000111110000010100100000111011011011101101100111110001000100010100111100110110011110001000101000100000101011110010101011101111001010001011001000100101110100000100
17,0.660050,0.616515,0.561078,0.599093,0.692308,0.493357,0.397779,0.407620,130,010100000000111011000101011000100000001000001011100111010110011101011111111111100100011000100110100000100010101011011000111110000010100100000111011011011101101100111110001000100010100111100110110011110001000101000100000101011110010101011101111001010001011001000100101110100000100
